day,country_code,request_types,requests
2022-10-15,US,auth,21549076.54184
2022-10-16,US,New Envelope,19649126.0
2022-10-16,US,RTIS,71646376.0
2022-10-16,US,Refresh,42494141.0
2022-10-16,US,auth,21605968.762480002
2022-10-17,US,New Envelope,20817734.0
2022-10-17,US,RTIS,83500020.0
2022-10-17,US,Refresh,43029102.0
2022-10-17,US,auth,22423909.935040038
2022-10-18,US,New Envelope,21580677.0
2022-10-18,US,RTIS,81951197.0
2022-10-18,US,Refresh,43271165.0
2022-10-18,US,auth,22991657.539199997
2022-10-19,US,New Envelope,20679486.0
2022-10-19,US,RTIS,81198782.0
2022-10-19,US,Refresh,42498193.0
2022-10-19,US,auth,22251820.268159993
2022-10-20,US,New Envelope,19966301.0
2022-10-20,US,RTIS,79008140.0
2022-10-20,US,Refresh,42332556.0
2022-10-20,US,auth,21761474.287840027
2022-10-21,US,New Envelope,20187189.0
2022-10-21,US,RTIS,75604339.0
2022-10-21,US,Refresh,41066548.0
2022-10-21,US,auth,21628248.339599967
2022-10-22,US,New Envelope,20302187.0
2022-10-22,US,RTIS,67202447.0
2022-10-22,US,Refresh,41140628.0
2022-10-22,US,auth,21722772.388479993
2022-10-23,US,New Envelope,20737652.0
2022-10-23,US,RTIS,69789477.0
2022-10-23,US,Refresh,43339918.0
2022-10-23,US,auth,22460850.961120024
2022-10-24,US,New Envelope,21383577.0
2022-10-24,US,RTIS,83489538.0
2022-10-24,US,Refresh,43941589.0
2022-10-24,US,auth,22985291.821439996
2022-10-25,US,New Envelope,21046249.0
2022-10-25,US,RTIS,82538594.0
2022-10-25,US,Refresh,43673358.0
2022-10-25,US,auth,22752829.254079986
2022-10-26,US,New Envelope,20973910.0
2022-10-26,US,RTIS,81947213.0
2022-10-26,US,Refresh,44807076.0
2022-10-26,US,auth,22975636.196479984
2022-10-27,US,New Envelope,20669149.0
2022-10-27,US,RTIS,81408691.0
2022-10-27,US,Refresh,41952978.0
2022-10-27,US,auth,22094758.896800037
2022-10-28,US,New Envelope,20814797.0
2022-10-28,US,RTIS,79932186.0
2022-10-28,US,Refresh,41835576.0
2022-10-28,US,auth,22165082.688640013
2022-10-29,US,New Envelope,19840341.0
2022-10-29,US,RTIS,69401326.0
2022-10-29,US,Refresh,41552044.0
2022-10-29,US,auth,21540926.847360022
2022-10-30,US,New Envelope,20579725.0
2022-10-30,US,RTIS,73195107.0
2022-10-30,US,Refresh,43351115.0
2022-10-30,US,auth,22380051.415280003
2022-10-31,US,New Envelope,21541798.0
2022-10-31,US,RTIS,82815389.0
2022-10-31,US,Refresh,44848930.0
2022-10-31,US,auth,23297991.4196
2022-11-01,US,New Envelope,20297195.0
2022-11-01,US,RTIS,81756781.0
2022-11-01,US,Refresh,44830896.0
2022-11-01,US,auth,22591679.987199996
2022-11-02,US,New Envelope,21228790.0
2022-11-02,US,RTIS,81944036.0
2022-11-02,US,Refresh,45612958.0
2022-11-02,US,auth,23314052.581039973
2022-11-03,US,New Envelope,18624100.0
2022-11-03,US,RTIS,67314042.0
2022-11-03,US,Refresh,38828774.0
2022-11-03,US,auth,20154474.352640003
2022-11-04,US,New Envelope,21444637.0
2022-11-04,US,RTIS,78754894.0
2022-11-04,US,Refresh,45380040.0
2022-11-04,US,auth,23373795.591199998
2022-11-05,US,New Envelope,20729851.0
2022-11-05,US,RTIS,71647053.0
2022-11-05,US,Refresh,49413059.0
2022-11-05,US,auth,23932998.127760008
2022-11-06,US,New Envelope,22535199.0
2022-11-06,US,RTIS,76142353.0
2022-11-06,US,Refresh,48577929.0
2022-11-06,US,auth,24767929.806479998
2022-11-07,US,New Envelope,23573229.0
2022-11-07,US,RTIS,87554861.0
2022-11-07,US,Refresh,48032078.0
2022-11-07,US,auth,25232459.517839998
2022-11-08,US,New Envelope,22089922.0
2022-11-08,US,RTIS,88419029.0
2022-11-08,US,Refresh,46224570.0
2022-11-08,US,auth,23948512.089200016
2022-11-09,US,New Envelope,22335091.0
2022-11-09,US,RTIS,92191158.0
2022-11-09,US,Refresh,46716104.0
2022-11-09,US,auth,24210006.3428
2022-11-10,US,New Envelope,21916612.0
2022-11-10,US,RTIS,87002078.0
2022-11-10,US,Refresh,45709114.0
2022-11-10,US,auth,23727799.171040002
2022-11-11,US,New Envelope,22106039.0
2022-11-11,US,RTIS,83754927.0
2022-11-11,US,Refresh,46560413.0
2022-11-11,US,auth,24036723.516880002
2022-11-12,US,New Envelope,22336184.0
2022-11-12,US,RTIS,75740329.0
2022-11-12,US,Refresh,48109586.0
2022-11-12,US,auth,24533002.78360001
2022-11-13,US,New Envelope,22203079.0
2022-11-13,US,RTIS,78726969.0
2022-11-13,US,Refresh,50251803.0
2022-11-13,US,auth,24974443.043360021
2022-11-14,US,New Envelope,23103057.0
2022-11-14,US,RTIS,88335638.0
2022-11-14,US,Refresh,48366405.0
2022-11-14,US,auth,25041302.546160005
2022-11-15,US,New Envelope,22668759.0
2022-11-15,US,RTIS,87837687.0
2022-11-15,US,Refresh,47894201.0
2022-11-15,US,auth,24680037.793919995
2022-11-16,US,New Envelope,22208863.0
2022-11-16,US,RTIS,87896486.0
2022-11-16,US,Refresh,48201067.0
2022-11-16,US,auth,24490930.896319985
2022-11-17,US,New Envelope,21478727.0
2022-11-17,US,RTIS,85119913.0
2022-11-17,US,Refresh,48242702.0
2022-11-17,US,auth,24087867.69952
2022-11-18,US,New Envelope,22099047.0
2022-11-18,US,RTIS,82011194.0
2022-11-18,US,Refresh,47008593.0
2022-11-18,US,auth,24139187.928719971
2022-11-19,US,New Envelope,21218039.0
2022-11-19,US,RTIS,75152088.0
2022-11-19,US,Refresh,49847587.0
2022-11-19,US,auth,24309802.221760005
2022-11-20,US,New Envelope,23024455.0
2022-11-20,US,RTIS,80494451.0
2022-11-20,US,Refresh,50700380.0
2022-11-20,US,auth,25558114.419680033
2022-11-21,US,New Envelope,24022449.0
2022-11-21,US,RTIS,90522239.0
2022-11-21,US,Refresh,48495113.0
2022-11-21,US,auth,25600367.758319996
2022-11-22,US,New Envelope,22138195.0
2022-11-22,US,RTIS,89473442.0
2022-11-22,US,Refresh,46808295.0
2022-11-22,US,auth,24115283.21456001
2022-11-23,US,New Envelope,21916143.0
2022-11-23,US,RTIS,87761269.0
2022-11-23,US,Refresh,44358185.0
2022-11-23,US,auth,23407624.868880011
2022-11-24,US,New Envelope,21884664.0
2022-11-24,US,RTIS,80971665.0
2022-11-24,US,Refresh,42367135.0
2022-11-24,US,auth,22924382.73768
2022-11-25,US,New Envelope,22161128.0
2022-11-25,US,RTIS,74204479.0
2022-11-25,US,Refresh,45143201.0
2022-11-25,US,auth,23747483.113119997
2022-11-26,US,New Envelope,23477253.0
2022-11-26,US,RTIS,74071099.0
2022-11-26,US,Refresh,47112261.0
2022-11-26,US,auth,24976938.364080008
2022-11-27,US,New Envelope,23630060.0
2022-11-27,US,RTIS,77362840.0
2022-11-27,US,Refresh,46849762.0
2022-11-27,US,auth,25006167.95608
2022-11-28,US,New Envelope,25702207.0
2022-11-28,US,RTIS,88544692.0
2022-11-28,US,Refresh,45279508.0
2022-11-28,US,auth,25820841.022400018
2022-11-29,US,New Envelope,23229014.0
2022-11-29,US,RTIS,88542986.0
2022-11-29,US,Refresh,45467908.0
2022-11-29,US,auth,24449500.22704
2022-11-30,US,New Envelope,23947243.0
2022-11-30,US,RTIS,87205852.0
2022-11-30,US,Refresh,46306979.0
2022-11-30,US,auth,25063920.59119999
2022-12-01,US,New Envelope,23807301.0
2022-12-01,US,RTIS,87373288.0
2022-12-01,US,Refresh,44758164.0
2022-12-01,US,auth,24612900.023040012
2022-12-02,US,New Envelope,23339152.0
2022-12-02,US,RTIS,84691331.0
2022-12-02,US,Refresh,44471847.0
2022-12-02,US,auth,24270816.414319981
2022-12-03,US,New Envelope,22924150.0
2022-12-03,US,RTIS,77111392.0
2022-12-03,US,Refresh,46398909.0
2022-12-03,US,auth,24499195.841599993
2022-12-04,US,New Envelope,23366312.0
2022-12-04,US,RTIS,78423094.0
2022-12-04,US,Refresh,48782848.0
2022-12-04,US,auth,25314916.973440003
2022-12-05,US,New Envelope,24258451.0
2022-12-05,US,RTIS,89631523.0
2022-12-05,US,Refresh,46003541.0
2022-12-05,US,auth,25165272.892160006
2022-12-06,US,New Envelope,23731884.0
2022-12-06,US,RTIS,90682309.0
2022-12-06,US,Refresh,46740582.0
2022-12-06,US,auth,25042042.299600046
2022-12-07,US,New Envelope,23894459.0
2022-12-07,US,RTIS,86885639.0
2022-12-07,US,Refresh,46754124.0
2022-12-07,US,auth,25144200.063040003
2022-12-08,US,New Envelope,22969286.0
2022-12-08,US,RTIS,85585465.0
2022-12-08,US,Refresh,46110508.0
2022-12-08,US,auth,24452625.202960055
2022-12-09,US,New Envelope,22366376.0
2022-12-09,US,RTIS,80884754.0
2022-12-09,US,Refresh,45795766.0
2022-12-09,US,auth,24027092.929839987
2022-12-10,US,New Envelope,23067532.0
2022-12-10,US,RTIS,72132295.0
2022-12-10,US,Refresh,47477361.0
2022-12-10,US,auth,24833119.167439993
2022-12-11,US,New Envelope,23627832.0
2022-12-11,US,RTIS,75139875.0
2022-12-11,US,Refresh,48822762.0
2022-12-11,US,auth,25476503.375279997
2022-12-12,US,New Envelope,23822848.0
2022-12-12,US,RTIS,87844302.0
2022-12-12,US,Refresh,45790471.0
2022-12-12,US,auth,24863052.264080014
2022-12-13,US,New Envelope,22815862.0
2022-12-13,US,RTIS,86479147.0
2022-12-13,US,Refresh,45828361.0
2022-12-13,US,auth,24293413.298000008
2022-12-14,US,New Envelope,23168397.0
2022-12-14,US,RTIS,86944017.0
2022-12-14,US,Refresh,47004531.0
2022-12-14,US,auth,24780011.832239989
2022-12-15,US,New Envelope,23938354.0
2022-12-15,US,RTIS,83446816.0
2022-12-15,US,Refresh,46493060.0
2022-12-15,US,auth,25099709.15719999
2022-12-16,US,New Envelope,22624665.0
2022-12-16,US,RTIS,78936307.0
2022-12-16,US,Refresh,45469167.0
2022-12-16,US,auth,24096691.57296
2022-12-17,US,New Envelope,22482360.0
2022-12-17,US,RTIS,71838851.0
2022-12-17,US,Refresh,46285396.0
2022-12-17,US,auth,24211297.355999988
2022-12-18,US,New Envelope,22978358.0
2022-12-18,US,RTIS,73058360.0
2022-12-18,US,Refresh,48072551.0
2022-12-18,US,auth,24915411.259840004
2022-12-19,US,New Envelope,22285177.0
2022-12-19,US,RTIS,81082607.0
2022-12-19,US,Refresh,48475353.0
2022-12-19,US,auth,24620414.693120003
2022-12-20,US,New Envelope,22634868.0
2022-12-20,US,RTIS,79694380.0
2022-12-20,US,Refresh,46688728.0
2022-12-20,US,auth,24393511.511999976
2022-12-21,US,New Envelope,22196530.0
2022-12-21,US,RTIS,78425768.0
2022-12-21,US,Refresh,46141308.0
2022-12-21,US,auth,24019365.943279997
2022-12-22,US,New Envelope,21809114.0
2022-12-22,US,RTIS,77622374.0
2022-12-22,US,Refresh,46207239.0
2022-12-22,US,auth,23804498.471440002
2022-12-23,US,New Envelope,21176995.0
2022-12-23,US,RTIS,77880849.0
2022-12-23,US,Refresh,47486540.0
2022-12-23,US,auth,23742449.762240004
2022-12-24,US,New Envelope,21665447.0
2022-12-24,US,RTIS,71651862.0
2022-12-24,US,Refresh,44798471.0
2022-12-24,US,auth,23368475.187040053
2022-12-25,US,New Envelope,19820499.0
2022-12-25,US,RTIS,64710362.0
2022-12-25,US,Refresh,43139982.0
2022-12-25,US,auth,21895899.969839986
2022-12-26,US,New Envelope,21927931.0
2022-12-26,US,RTIS,69856016.0
2022-12-26,US,Refresh,48944206.0
2022-12-26,US,auth,24493045.415599976
2022-12-27,US,New Envelope,23623216.0
2022-12-27,US,RTIS,74394178.0
2022-12-27,US,Refresh,49078091.0
2022-12-27,US,auth,25502071.139360018
2022-12-28,US,New Envelope,23031578.0
2022-12-28,US,RTIS,74118860.0
2022-12-28,US,Refresh,48692691.0
2022-12-28,US,auth,25055893.518400013
2022-12-29,US,New Envelope,22781845.0
2022-12-29,US,RTIS,73384983.0
2022-12-29,US,Refresh,48544250.0
2022-12-29,US,auth,24864522.096320011
2022-12-30,US,New Envelope,21219050.0
2022-12-30,US,RTIS,71935289.0
2022-12-30,US,Refresh,47497488.0
2022-12-30,US,auth,23720069.343040012
2022-12-31,US,New Envelope,21496882.0
2022-12-31,US,RTIS,71604721.0
2022-12-31,US,Refresh,49149180.0
2022-12-31,US,auth,24284701.783040002
2023-01-01,US,New Envelope,21081773.0
2023-01-01,US,RTIS,69102061.0
2023-01-01,US,Refresh,46838436.0
2023-01-01,US,auth,23494605.310720019
2023-01-02,US,New Envelope,22588607.0
2023-01-02,US,RTIS,76075432.0
2023-01-02,US,Refresh,53164414.0
2023-01-02,US,auth,25860172.491520006
2023-01-03,US,New Envelope,22659296.0
2023-01-03,US,RTIS,87077107.0
2023-01-03,US,Refresh,51088714.0
2023-01-03,US,auth,25407745.24672002
2023-01-04,US,New Envelope,12156027.0
2023-01-04,US,RTIS,81210806.0
2023-01-04,US,Refresh,59628007.0
2023-01-04,US,auth,21437078.327999994
2023-01-05,US,New Envelope,34127537.0
2023-01-05,US,RTIS,79547519.0
2023-01-05,US,Refresh,48599164.0
2023-01-05,US,auth,31388436.662080012
2023-01-06,US,New Envelope,22393611.0
2023-01-06,US,RTIS,78010611.0
2023-01-06,US,Refresh,49064546.0
2023-01-06,US,auth,24762960.807120003
2023-01-07,US,New Envelope,22879985.0
2023-01-07,US,RTIS,69862990.0
2023-01-07,US,Refresh,49780149.0
2023-01-07,US,auth,25221848.617839992
2023-01-08,US,New Envelope,23182105.0
2023-01-08,US,RTIS,72836451.0
2023-01-08,US,Refresh,52357454.0
2023-01-08,US,auth,26015001.636800002
2023-01-09,US,New Envelope,23104326.0
2023-01-09,US,RTIS,82146127.0
2023-01-09,US,Refresh,51266505.0
2023-01-09,US,auth,25700389.554239996
2023-01-10,US,New Envelope,23017009.0
2023-01-10,US,RTIS,78734409.0
2023-01-10,US,Refresh,48470700.0
2023-01-10,US,auth,24977225.329519995
2023-01-11,US,New Envelope,22479695.0
2023-01-11,US,RTIS,78855546.0
2023-01-11,US,Refresh,49400941.0
2023-01-11,US,auth,24897885.57568
2023-01-12,US,New Envelope,22635664.0
2023-01-12,US,RTIS,79596825.0
2023-01-12,US,Refresh,49201082.0
2023-01-12,US,auth,24939860.12983999
2023-01-13,US,New Envelope,22791640.0
2023-01-13,US,RTIS,81625947.0
2023-01-13,US,Refresh,49531416.0
2023-01-13,US,auth,25099945.208720006
2023-01-14,US,New Envelope,22635027.0
2023-01-14,US,RTIS,72124197.0
2023-01-14,US,Refresh,52245261.0
2023-01-14,US,auth,25664137.306320008
2023-01-15,US,New Envelope,24019128.0
2023-01-15,US,RTIS,74376238.0
2023-01-15,US,Refresh,53988704.0
2023-01-15,US,auth,26882047.607039992
2023-01-16,US,New Envelope,24283996.0
2023-01-16,US,RTIS,79312899.0
2023-01-16,US,Refresh,53244526.0
2023-01-16,US,auth,26844727.84544
2023-01-17,US,New Envelope,23018651.0
2023-01-17,US,RTIS,81022652.0
2023-01-17,US,Refresh,50468239.0
2023-01-17,US,auth,25447279.340799976
2023-01-18,US,New Envelope,22400300.0
2023-01-18,US,RTIS,79390646.0
2023-01-18,US,Refresh,50642212.0
2023-01-18,US,auth,25140765.844480012
2023-01-19,US,New Envelope,26640792.0
2023-01-19,US,RTIS,79839528.0
2023-01-19,US,Refresh,52391058.0
2023-01-19,US,auth,27993423.914639995
2023-01-20,US,New Envelope,28646270.0
2023-01-20,US,RTIS,77945485.0
2023-01-20,US,Refresh,51588422.0
2023-01-20,US,auth,28943517.406240046
2023-01-21,US,New Envelope,27991219.0
2023-01-21,US,RTIS,70762125.0
2023-01-21,US,Refresh,54220371.0
2023-01-21,US,auth,29202824.35927999
2023-01-22,US,New Envelope,28233087.0
2023-01-22,US,RTIS,76141063.0
2023-01-22,US,Refresh,58672608.0
2023-01-22,US,auth,30416029.552079987
2023-01-23,US,New Envelope,18271829.0
2023-01-23,US,RTIS,83573927.0
2023-01-23,US,Refresh,64714962.0
2023-01-23,US,auth,26147520.350560021
2023-01-24,US,New Envelope,24235828.0
2023-01-24,US,RTIS,81139533.0
2023-01-24,US,Refresh,61618071.0
2023-01-24,US,auth,28820506.905680019
2023-01-25,US,New Envelope,33881580.0
2023-01-25,US,RTIS,81327894.0
2023-01-25,US,Refresh,55610674.0
2023-01-25,US,auth,32914801.840799991
2023-01-26,US,New Envelope,40766730.0
2023-01-26,US,RTIS,79497758.0
2023-01-26,US,Refresh,52396726.0
2023-01-26,US,auth,36092491.096080013
2023-01-27,US,New Envelope,29249651.0
2023-01-27,US,RTIS,77278058.0
2023-01-27,US,Refresh,51237740.0
2023-01-27,US,auth,29199408.657040004
2023-01-28,US,New Envelope,28347809.0
2023-01-28,US,RTIS,70362858.0
2023-01-28,US,Refresh,52043885.0
2023-01-28,US,auth,28878800.930320006
2023-01-29,US,New Envelope,29359224.0
2023-01-29,US,RTIS,74493221.0
2023-01-29,US,Refresh,55058704.0
2023-01-29,US,auth,30189053.562240008
2023-01-30,US,New Envelope,30123971.0
2023-01-30,US,RTIS,83968978.0
2023-01-30,US,Refresh,53479867.0
2023-01-30,US,auth,30241660.440160021
2023-01-31,US,New Envelope,30214348.0
2023-01-31,US,RTIS,83657300.0
2023-01-31,US,Refresh,54499342.0
2023-01-31,US,auth,30535790.695040025
2023-02-01,US,New Envelope,30307593.0
2023-02-01,US,RTIS,81117666.0
2023-02-01,US,Refresh,53582253.0
2023-02-01,US,auth,30358220.85504001
2023-02-02,US,New Envelope,30908006.0
2023-02-02,US,RTIS,78318893.0
2023-02-02,US,Refresh,53085617.0
2023-02-02,US,auth,30584675.276799992
2023-02-03,US,New Envelope,29822756.0
2023-02-03,US,RTIS,75627006.0
2023-02-03,US,Refresh,52903172.0
2023-02-03,US,auth,29910617.09032
2023-02-04,US,New Envelope,29176475.0
2023-02-04,US,RTIS,68613682.0
2023-02-04,US,Refresh,54467576.0
2023-02-04,US,auth,29917167.626079984
2023-02-05,US,New Envelope,29221866.0
2023-02-05,US,RTIS,70860541.0
2023-02-05,US,Refresh,57819790.0
2023-02-05,US,auth,30753491.973840009
2023-02-06,US,New Envelope,31114436.0
2023-02-06,US,RTIS,82305438.0
2023-02-06,US,Refresh,54020184.0
2023-02-06,US,auth,30921071.565280009
2023-02-07,US,New Envelope,29630279.0
2023-02-07,US,RTIS,80106588.0
2023-02-07,US,Refresh,53749293.0
2023-02-07,US,auth,30001552.923760012
2023-02-08,US,New Envelope,30292445.0
2023-02-08,US,RTIS,80421027.0
2023-02-08,US,Refresh,53714448.0
2023-02-08,US,auth,30377093.412639998
2023-02-09,US,New Envelope,30493795.0
2023-02-09,US,RTIS,80816369.0
2023-02-09,US,Refresh,53615486.0
2023-02-09,US,auth,30473174.951119993
2023-02-10,US,New Envelope,29310572.0
2023-02-10,US,RTIS,76471831.0
2023-02-10,US,Refresh,53572577.0
2023-02-10,US,auth,29770113.232960008
2023-02-11,US,New Envelope,29346334.0
2023-02-11,US,RTIS,70371926.0
2023-02-11,US,Refresh,58405125.0
2023-02-11,US,auth,30949402.075999983
2023-02-12,US,New Envelope,29182060.0
2023-02-12,US,RTIS,73237492.0
2023-02-12,US,Refresh,62158503.0
2023-02-12,US,auth,31761050.845760006
2023-02-13,US,New Envelope,30264047.0
2023-02-13,US,RTIS,84408075.0
2023-02-13,US,Refresh,54156705.0
2023-02-13,US,auth,30454886.142160002
2023-02-14,US,New Envelope,29514524.0
2023-02-14,US,RTIS,79973896.0
2023-02-14,US,Refresh,56285371.0
2023-02-14,US,auth,30535272.463600002
2023-02-15,US,New Envelope,29483261.0
2023-02-15,US,RTIS,79069953.0
2023-02-15,US,Refresh,55958663.0
2023-02-15,US,auth,30441707.479600027
2023-02-16,US,New Envelope,29074186.0
2023-02-16,US,RTIS,81022811.0
2023-02-16,US,Refresh,56511346.0
2023-02-16,US,auth,30342802.977920029
2023-02-17,US,New Envelope,29736307.0
2023-02-17,US,RTIS,80288008.0
2023-02-17,US,Refresh,56793330.0
2023-02-17,US,auth,30780586.999759994
2023-02-18,US,New Envelope,28600221.0
2023-02-18,US,RTIS,73491601.0
2023-02-18,US,Refresh,58959662.0
2023-02-18,US,auth,30646080.585840005
2023-02-19,US,New Envelope,30590801.0
2023-02-19,US,RTIS,72957414.0
2023-02-19,US,Refresh,60036866.0
2023-02-19,US,auth,32050553.86864
2023-02-20,US,New Envelope,29778075.0
2023-02-20,US,RTIS,80290766.0
2023-02-20,US,Refresh,61343374.0
2023-02-20,US,auth,31892735.777759988
2023-02-21,US,New Envelope,30190455.0
2023-02-21,US,RTIS,83177688.0
2023-02-21,US,Refresh,57855782.0
2023-02-21,US,auth,31286912.522880021
2023-02-22,US,New Envelope,29287783.0
2023-02-22,US,RTIS,81329379.0
2023-02-22,US,Refresh,58273870.0
2023-02-22,US,auth,30874086.63896003
2023-02-23,US,New Envelope,29625195.0
2023-02-23,US,RTIS,78751976.0
2023-02-23,US,Refresh,57420115.0
2023-02-23,US,auth,30864702.495840006
2023-02-24,US,New Envelope,29319862.0
2023-02-24,US,RTIS,76543356.0
2023-02-24,US,Refresh,57967258.0
2023-02-24,US,auth,30814533.440960012
2023-02-25,US,New Envelope,29264122.0
2023-02-25,US,RTIS,71141083.0
2023-02-25,US,Refresh,57977778.0
2023-02-25,US,auth,30791038.430960033
2023-02-26,US,New Envelope,30152398.0
2023-02-26,US,RTIS,73095147.0
2023-02-26,US,Refresh,60284606.0
2023-02-26,US,auth,31873833.933439992
2023-02-27,US,New Envelope,30515558.0
2023-02-27,US,RTIS,83448267.0
2023-02-27,US,Refresh,58495131.0
2023-02-27,US,auth,31659533.724640034
2023-02-28,US,New Envelope,29441071.0
2023-02-28,US,RTIS,80983813.0
2023-02-28,US,Refresh,55769310.0
2023-02-28,US,auth,30401087.250320025
2023-03-01,US,New Envelope,29123348.0
2023-03-01,US,RTIS,78054241.0
2023-03-01,US,Refresh,54520750.0
2023-03-01,US,auth,29942188.317520022
2023-03-02,US,New Envelope,29599939.0
2023-03-02,US,RTIS,77803325.0
2023-03-02,US,Refresh,56547458.0
2023-03-02,US,auth,30728276.390960019
2023-03-03,US,New Envelope,30354899.0
2023-03-03,US,RTIS,77936659.0
2023-03-03,US,Refresh,57003789.0
2023-03-03,US,auth,31279187.782480005
2023-03-04,US,New Envelope,30233999.0
2023-03-04,US,RTIS,68849428.0
2023-03-04,US,Refresh,58811855.0
2023-03-04,US,auth,31660606.077519976
2023-03-05,US,New Envelope,30929314.0
2023-03-05,US,RTIS,70158853.0
2023-03-05,US,Refresh,61864479.0
2023-03-05,US,auth,32805328.47512
2023-03-06,US,New Envelope,28410053.0
2023-03-06,US,RTIS,80304890.0
2023-03-06,US,Refresh,62605567.0
2023-03-06,US,auth,31537781.799999997
2023-03-07,US,New Envelope,30115819.0
2023-03-07,US,RTIS,79392784.0
2023-03-07,US,Refresh,59133390.0
2023-03-07,US,auth,31680738.590959996
2023-03-08,US,New Envelope,31502050.0
2023-03-08,US,RTIS,77786851.0
2023-03-08,US,Refresh,58067716.0
2023-03-08,US,auth,32224276.444160007
2023-03-09,US,New Envelope,31704460.0
2023-03-09,US,RTIS,77889474.0
2023-03-09,US,Refresh,56108588.0
2023-03-09,US,auth,31874439.016880013
2023-03-10,US,New Envelope,30718191.0
2023-03-10,US,RTIS,75995921.0
2023-03-10,US,Refresh,56733318.0
2023-03-10,US,auth,31433950.62072
2023-03-11,US,New Envelope,30639897.0
2023-03-11,US,RTIS,67495252.0
2023-03-11,US,Refresh,58513800.0
2023-03-11,US,auth,31811811.23664001
2023-03-12,US,New Envelope,31755219.0
2023-03-12,US,RTIS,72690909.0
2023-03-12,US,Refresh,61923490.0
2023-03-12,US,auth,33271320.12696
2023-03-13,US,New Envelope,31972751.0
2023-03-13,US,RTIS,85742376.0
2023-03-13,US,Refresh,59623394.0
2023-03-13,US,auth,32845319.485840015
2023-03-14,US,New Envelope,31374887.0
2023-03-14,US,RTIS,81685018.0
2023-03-14,US,Refresh,59570589.0
2023-03-14,US,auth,32489929.266880013
2023-03-15,US,New Envelope,30790470.0
2023-03-15,US,RTIS,80280682.0
2023-03-15,US,Refresh,58356820.0
2023-03-15,US,auth,31868649.876000017
2023-03-16,US,New Envelope,31051870.0
2023-03-16,US,RTIS,81647197.0
2023-03-16,US,Refresh,57151865.0
2023-03-16,US,auth,31729687.865600009
2023-03-17,US,New Envelope,30635956.0
2023-03-17,US,RTIS,78957096.0
2023-03-17,US,Refresh,55960164.0
2023-03-17,US,auth,31209604.983440034
2023-03-18,US,New Envelope,30435018.0
2023-03-18,US,RTIS,70683431.0
2023-03-18,US,Refresh,57623326.0
2023-03-18,US,auth,31500928.390080005
2023-03-19,US,New Envelope,31472904.0
2023-03-19,US,RTIS,74548822.0
2023-03-19,US,Refresh,61051625.0
2023-03-19,US,auth,32924909.4684
2023-03-20,US,New Envelope,32025651.0
2023-03-20,US,RTIS,83117330.0
2023-03-20,US,Refresh,59488416.0
2023-03-20,US,auth,32864116.140480023
2023-03-21,US,New Envelope,32304539.0
2023-03-21,US,RTIS,79283483.0
2023-03-21,US,Refresh,59822530.0
2023-03-21,US,auth,33101388.046720009
2023-03-22,US,New Envelope,24253580.0
2023-03-22,US,RTIS,80103281.0
2023-03-22,US,Refresh,66928999.0
2023-03-22,US,auth,30195527.024080008
2023-03-23,US,New Envelope,14771682.0
2023-03-23,US,RTIS,78636196.0
2023-03-23,US,Refresh,69357512.0
2023-03-23,US,auth,25291349.352000006
2023-03-24,US,New Envelope,13809720.0
2023-03-24,US,RTIS,77039370.0
2023-03-24,US,Refresh,65324739.0
2023-03-24,US,auth,23665425.46344
2023-03-25,US,New Envelope,12743404.0
2023-03-25,US,RTIS,68602456.0
2023-03-25,US,Refresh,63132890.0
2023-03-25,US,auth,22530756.665120002
2023-03-26,US,New Envelope,12389599.0
2023-03-26,US,RTIS,69420945.0
2023-03-26,US,Refresh,61370782.0
2023-03-26,US,auth,21910383.186800022
2023-03-27,US,New Envelope,13442226.0
2023-03-27,US,RTIS,80929361.0
2023-03-27,US,Refresh,56230096.0
2023-03-27,US,auth,21273462.10272
2023-03-28,US,New Envelope,14099698.0
2023-03-28,US,RTIS,79303057.0
2023-03-28,US,Refresh,49063502.0
2023-03-28,US,auth,19931351.710160006
2023-03-29,US,New Envelope,40179676.0
2023-03-29,US,RTIS,80171877.0
2023-03-29,US,Refresh,35932675.0
2023-03-29,US,auth,31792200.91280001
2023-03-30,US,New Envelope,52356848.0
2023-03-30,US,RTIS,80042341.0
2023-03-30,US,Refresh,43498518.0
2023-03-30,US,auth,40611343.624720007
2023-03-31,US,New Envelope,56831706.0
2023-03-31,US,RTIS,76879035.0
2023-03-31,US,Refresh,49060588.0
2023-03-31,US,auth,44505662.411519989
2023-04-01,US,New Envelope,56207939.0
2023-04-01,US,RTIS,68077086.0
2023-04-01,US,Refresh,51069819.0
2023-04-01,US,auth,44629256.99584
2023-04-02,US,New Envelope,49225412.0
2023-04-02,US,RTIS,68915315.0
2023-04-02,US,Refresh,54685120.0
2023-04-02,US,auth,41499797.709520064
2023-04-03,US,New Envelope,30770615.0
2023-04-03,US,RTIS,80748653.0
2023-04-03,US,Refresh,60097229.0
2023-04-03,US,auth,32212716.118959989
2023-04-04,US,New Envelope,31453509.0
2023-04-04,US,RTIS,82538107.0
2023-04-04,US,Refresh,59144014.0
2023-04-04,US,auth,32375528.784480028
2023-04-05,US,New Envelope,31308516.0
2023-04-05,US,RTIS,80371129.0
2023-04-05,US,Refresh,59398631.0
2023-04-05,US,auth,32364175.414080031
2023-04-06,US,New Envelope,31576635.0
2023-04-06,US,RTIS,78896011.0
